phase,age_yrs,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Hg,sd_Hg,P_nb,GERcalf_0to6m,mass,mass_sd,pctbodywt,pctbodywt_sd
Pregnant,31,E_FnU,2087.4061066167824,88.70524428601595,1947.362923168869,2240.7365022935296,5402.69815830226,229.59004403439423,5040.233448201779,5799.553300053841,1862.999364931814,79.16898070151525,1738.011533862682,1999.8459655358074,71801.32207843156,0,17045.4799528212,100760.936763343,21027.088345762124,0,8.859996849289358,0.37650947862912865
Pregnant,32,all,2088.484940131214,255.69008258812298,1590.9356685343223,2596.8997154575713,5405.490433280789,661.786096110436,4117.715847971187,6721.387498831361,1864.3839647338268,230.21517764805847,1419.7845206770335,2324.4065046976452,71821.90167001274,2316.8662347514623,17039.538012401998,100761.62710366643,21042.08655563525,237.10685883916443,8.849914005198091,1.0020422997176117
Pregnant,32,Hg,2085.02570304171,7.322493504353491,2070.8068492022207,2099.4659284783074,5396.537113755015,18.952336128914922,5359.735374405748,5433.911814885031,1860.874866812074,6.53528832031549,1848.1846118640508,1873.7626947879419,71821.90167001274,2316.8662347514623,17045.4799528212,100760.936763343,21042.250128277978,0,8.843516522557188,0.031057934776342836
Pregnant,32,GER_calf,2084.96066090703,0,2084.96066090703,2084.96066090703,5396.368769406431,0,5396.368769406431,5396.368769406431,1860.8168170367005,0,1860.8168170367005,1860.8168170367005,71801.32207843156,0,17045.4799528212,100760.936763343,21042.250128277978,0,8.8432406500862335,0
Pregnant,32,P_nb,2084.9754864764864,2.3938753216721738,2080.30891987358,2089.677992549134,5396.407141468553,6.195912597269164,5384.3289690845595,5408.578333656582,1860.8300487822596,2.136521585265229,1856.6651617532964,1865.0270116057181,71801.32207843156,0,17050.17082229927,100760.936763343,21042.250128277978,0,8.843303531885843,0.010153484405139872
Pregnant,32,P_cost,2084.9605240357955,0.19840181138785087,2084.566058477799,2085.3499102771348,5396.368415151471,0.513510570650907,5395.347445471951,5397.37623836435,1860.8166948798175,0.177072610569277,1860.4646363696384,1861.164220125638,71801.32207843156,0,17045.4799528212,100760.936763343,21042.250128277978,0,8.843240069554767,8.415098646285702e-4
Pregnant,32,Es,2084.7966608175384,237.72646464944057,1612.1452174032468,2551.362030806849,5395.94429858657,615.2920261514932,4172.61115092605,6603.52525620596,1860.6704477884723,212.1696641901701,1438.83143135381,2277.07767455378,71801.32207843156,0,17045.4799528212,100760.936763343,21042.250128277978,0,8.842545053145145,1.0083031182346909
Pregnant,32,E_FnU,2088.509947191171,88.75215247867361,1948.3927075509496,2241.9214254667945,5405.5551574359715,229.71145347421404,5042.898772484809,5802.620160031704,1863.9845370468868,79.21084602559104,1738.9306112016586,2000.9035034592082,71801.32207843156,0,17045.4799528212,100760.936763343,21042.250128277978,0,8.858294743592749,0.3764371468959122
Pregnant,33,all,2089.423501094186,255.9661500259193,1591.380361819362,2598.3996393734355,5407.919649890835,662.500623596497,4118.866818826585,6725.269654848893,1865.2218460928882,230.46154726331852,1420.000249224639,2325.716570416942,71821.90167001274,2316.8662347514623,17039.538012401998,100761.62710366643,21054.754125417152,239.44719544994743,8.848470651827366,1.001716241380851
Pregnant,33,Hg,2085.9627506085994,7.322493504353492,2071.7438967691096,2100.402976045197,5398.962413339905,18.952336128914922,5362.1606739906365,5436.337114469921,1861.7111770137603,6.53528832031549,1849.0209220657366,1874.5990049896282,71821.90167001274,2316.8662347514623,17045.4799528212,100760.936763343,21054.919312585273,0,8.842167235953022,0.031039246568896207
Pregnant,33,GER_calf,2085.89770847392,0,2085.89770847392,2085.89770847392,5398.794068991322,0,5398.794068991322,5398.794068991322,1861.653127238387,0,1861.653127238387,1861.653127238387,71801.32207843156,0,17045.4799528212,100760.936763343,21054.919312585273,0,8.841891529480291,0
Pregnant,33,P_nb,2085.9125340433757,2.3938753216721778,2081.245967440469,2090.6150401160235,5398.832441053442,6.195912597269163,5386.754268669448,5411.003633241471,1861.6663589839459,2.1365215852652284,1857.5014719549824,1865.863321807404,71801.32207843156,0,17050.17082229927,100760.936763343,21054.919312585273,0,8.841954373442608,0.010147374841698658
