age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
34,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,861.0974060812591,325.91893207100577,379.9801536901011,1573.5224679593878,63721.20805001317,24118.000973254428,28118.531373067482,116440.66262899469
34,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1458.9034446641851,445.65045438652925,714.5444705325849,2301.4792505348705,173609.509915038,53032.40407199698,85030.79199337761,273876.0308136496
34,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,701.0503050875068,216.5834570822723,341.31732034845083,1115.8500840591396,70105.03050875069,21658.34570822723,34131.73203484508,111585.00840591395
34,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1003.7946592851167,351.7247437708319,459.5737859772579,1746.3708396772538,72273.2154685284,25324.181551499896,33089.31259036256,125738.70045676228
35,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,861.5588370785032,326.15291764211145,380.1058136953428,1574.4704301286486,63755.353943809234,24135.315905516247,28127.830213455367,116510.81182951998
35,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1459.6868627955769,446.00978619761,714.7797255092,2302.8789488496122,173702.73667267367,53075.16455751559,85058.7873355948,274042.59491310385
35,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,701.4267117567736,216.7567938213436,341.4296709573664,1116.5285935142144,70142.67117567736,21675.67938213436,34142.96709573664,111652.85935142144
35,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1004.3329193094974,351.9865763146429,459.72474173704165,1747.4239934091445,72311.97019028381,25343.033494654286,33100.18140506699,125814.52752545841
36,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,861.9437497062903,326.3473803500401,380.2115980368311,1575.2598999414456,63783.83747826548,24149.70614590297,28135.658254725502,116569.23259566697
36,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1460.3403476425146,446.3080568344814,714.9777910890418,2304.0444830869656,173780.50136945926,53110.65876330329,85082.35713959599,274181.29348734894
36,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,701.7406903817596,216.90068630429658,341.5242615240837,1117.0935922937356,70174.06903817596,21690.068630429654,34152.42615240837,111709.35922937354
36,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1004.7819160512867,352.2040962514697,459.85184132163033,1748.3010558866781,72344.29795569264,25358.69493010582,33109.33257515739,125877.67602384082
